location_id,name,state,district,locality,category,section,description,known_for,latitude,longitude,best_season,difficulty,popularity_tier,primary_source,photo_source_url,info_source_url,verification_status,last_verified,record_status
IN-00001,Trimbakeshwar Jyotirlinga,Maharashtra,Nashik,,Jyotirlinga,JYOTIRLINGA,,One of the twelve Jyotirlinga pilgrimage sites of Shiva; special spiritual heritage destination.,,,,,ICONIC,Wikipedia/Wikimedia Commons search,,,AI_CURATED_NEEDS_VERIFICATION,2026-09-11,DRAFT_FOR_REVIEW
IN-01251,Shimla Nature & Scenic Region,Himachal Pradesh,Shimla,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01252,Mandi Nature & Scenic Region,Himachal Pradesh,Mandi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01253,Mandi Nature & Scenic Region,Himachal Pradesh,Mandi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01254,Sirmaur Nature & Scenic Region,Himachal Pradesh,Sirmaur,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01255,Sirmaur Nature & Scenic Region,Himachal Pradesh,Sirmaur,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01256,Solan Nature & Scenic Region,Himachal Pradesh,Solan,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01257,Solan Nature & Scenic Region,Himachal Pradesh,Solan,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01258,Bilaspur Nature & Scenic Region,Himachal Pradesh,Bilaspur,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01259,Bilaspur Nature & Scenic Region,Himachal Pradesh,Bilaspur,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01260,Una Nature & Scenic Region,Himachal Pradesh,Una,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01261,Una Nature & Scenic Region,Himachal Pradesh,Una,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01262,Hamirpur Nature & Scenic Region,Himachal Pradesh,Hamirpur,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01263,Hamirpur Nature & Scenic Region,Himachal Pradesh,Hamirpur,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01264,Chamoli Nature & Scenic Region,Uttarakhand,Chamoli,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01265,Chamoli Nature & Scenic Region,Uttarakhand,Chamoli,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01266,Rudraprayag Nature & Scenic Region,Uttarakhand,Rudraprayag,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01267,Rudraprayag Nature & Scenic Region,Uttarakhand,Rudraprayag,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01268,Uttarkashi Nature & Scenic Region,Uttarakhand,Uttarkashi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01269,Uttarkashi Nature & Scenic Region,Uttarakhand,Uttarkashi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01270,Pithoragarh Nature & Scenic Region,Uttarakhand,Pithoragarh,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01271,Pithoragarh Nature & Scenic Region,Uttarakhand,Pithoragarh,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01272,Bageshwar Nature & Scenic Region,Uttarakhand,Bageshwar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01273,Bageshwar Nature & Scenic Region,Uttarakhand,Bageshwar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01274,Almora Nature & Scenic Region,Uttarakhand,Almora,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01275,Almora Nature & Scenic Region,Uttarakhand,Almora,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01276,Nainital Nature & Scenic Region,Uttarakhand,Nainital,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01277,Nainital Nature & Scenic Region,Uttarakhand,Nainital,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01278,Pauri Garhwal Nature & Scenic Region,Uttarakhand,Pauri Garhwal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01279,Pauri Garhwal Nature & Scenic Region,Uttarakhand,Pauri Garhwal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01280,Tehri Garhwal Nature & Scenic Region,Uttarakhand,Tehri Garhwal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01281,Tehri Garhwal Nature & Scenic Region,Uttarakhand,Tehri Garhwal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01282,Dehradun Nature & Scenic Region,Uttarakhand,Dehradun,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01283,Dehradun Nature & Scenic Region,Uttarakhand,Dehradun,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01284,Haridwar Nature & Scenic Region,Uttarakhand,Haridwar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01285,Haridwar Nature & Scenic Region,Uttarakhand,Haridwar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01286,Champawat Nature & Scenic Region,Uttarakhand,Champawat,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01287,Champawat Nature & Scenic Region,Uttarakhand,Champawat,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01288,Nilgiris Nature & Scenic Region,Tamil Nadu,Nilgiris,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01289,Nilgiris Nature & Scenic Region,Tamil Nadu,Nilgiris,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01290,Dindigul Nature & Scenic Region,Tamil Nadu,Dindigul,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01291,Dindigul Nature & Scenic Region,Tamil Nadu,Dindigul,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01292,Tirunelveli Nature & Scenic Region,Tamil Nadu,Tirunelveli,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01293,Tirunelveli Nature & Scenic Region,Tamil Nadu,Tirunelveli,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01294,Tenkasi Nature & Scenic Region,Tamil Nadu,Tenkasi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01295,Tenkasi Nature & Scenic Region,Tamil Nadu,Tenkasi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01296,Kanyakumari Nature & Scenic Region,Tamil Nadu,Kanyakumari,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01297,Kanyakumari Nature & Scenic Region,Tamil Nadu,Kanyakumari,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01298,Coimbatore Nature & Scenic Region,Tamil Nadu,Coimbatore,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01299,Coimbatore Nature & Scenic Region,Tamil Nadu,Coimbatore,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01300,Salem Nature & Scenic Region,Tamil Nadu,Salem,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01301,Salem Nature & Scenic Region,Tamil Nadu,Salem,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01302,Namakkal Nature & Scenic Region,Tamil Nadu,Namakkal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01303,Namakkal Nature & Scenic Region,Tamil Nadu,Namakkal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01304,Krishnagiri Nature & Scenic Region,Tamil Nadu,Krishnagiri,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01305,Krishnagiri Nature & Scenic Region,Tamil Nadu,Krishnagiri,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01306,Dharmapuri Nature & Scenic Region,Tamil Nadu,Dharmapuri,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01307,Dharmapuri Nature & Scenic Region,Tamil Nadu,Dharmapuri,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01308,Theni Nature & Scenic Region,Tamil Nadu,Theni,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01309,Theni Nature & Scenic Region,Tamil Nadu,Theni,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01310,Madurai Nature & Scenic Region,Tamil Nadu,Madurai,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01311,Madurai Nature & Scenic Region,Tamil Nadu,Madurai,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01312,Virudhunagar Nature & Scenic Region,Tamil Nadu,Virudhunagar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01313,Virudhunagar Nature & Scenic Region,Tamil Nadu,Virudhunagar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01314,Mayurbhanj Nature & Scenic Region,Odisha,Mayurbhanj,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01315,Mayurbhanj Nature & Scenic Region,Odisha,Mayurbhanj,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01316,Koraput Nature & Scenic Region,Odisha,Koraput,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01317,Koraput Nature & Scenic Region,Odisha,Koraput,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01318,Rayagada Nature & Scenic Region,Odisha,Rayagada,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01319,Rayagada Nature & Scenic Region,Odisha,Rayagada,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01320,Kandhamal Nature & Scenic Region,Odisha,Kandhamal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01321,Kandhamal Nature & Scenic Region,Odisha,Kandhamal,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01322,Kalahandi Nature & Scenic Region,Odisha,Kalahandi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01323,Kalahandi Nature & Scenic Region,Odisha,Kalahandi,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01324,Keonjhar Nature & Scenic Region,Odisha,Keonjhar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
IN-01325,Keonjhar Nature & Scenic Region,Odisha,Keonjhar,,NATURE_REGION,INDIA_NATURE,,Regional nature/scenic discovery hub. Exact attraction matching is resolved separately; this row is a draft regional candidate.,,,,,CANDIDATE,AI-curated regional discovery candidate; verify against authoritative local source,,,AI_CURATED_REGION_CANDIDATE,2026-09-11,DRAFT_FOR_REVIEW
