"fort_id","fort_name","district","locality","base_village","latitude","longitude","location_source","location_confidence","elevation_m","route_id","route_name","route_start","route_start_latitude","route_start_longitude","route_end","route_distance_km","route_duration","route_difficulty","route_type","trek_start","trek_route","trek_distance_km","trek_duration","difficulty","best_season","protection_status","route_source","route_verification_status","gps_status","trek_status","primary_source","verification_status","location_verified_date","last_verified","dataset_scope","record_status","base_village_source","trek_start_latitude","trek_start_longitude","route_confidence"
"MH-F-130","Chandpur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-131","Chandragad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-132","Chandrapur (Gonddurg/Chanderi/Chanda)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-133","Chandvad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-134","Chatale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-135","Chaul (Agarkot/Palm Garden)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-136","Chauler (Tilwan)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-137","Chaugaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-138","Chavand (Jund/Prassanagad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-139","Chimur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-140","Chinchgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-141","Chinchani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-142","Chopda (Mustafabad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-143","Dabhol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-144","Dahanu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-145","Danda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-146","Danda Rajpuri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-147","Danda Rajapur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-148","Dategad (Sudergad/Ghera Dategad)","Satara","near Patan","Tolewadi","17.379249","73.864191","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","152","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Dategad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-149","Dativre","Palghar","near Vaitarna River","Dativare village","19.51417","72.77222","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","91","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Dativare fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-150","Daulatmangal (Bhuleshwar)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-151","Dehra (Bhorgad/Rajdehr)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-152","Deoli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-153","Dermal","Nashik","Bilpuri area","Bilpuri","20.85225","74.284917","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1128","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Dermal Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-154","Devgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-155","Devrukh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-156","Dhadgaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-157","Dhak (Bahiri)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-158","Dhamnya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-159","Dhangad (Gahangad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-160","Dharavi (Kala Killa)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-161","Dharni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-162","Dhule (Devpur)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-163","Dindu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-164","Dondwada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-165","Dronagiri (Karanja)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-166","Drug","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-167","Dudmal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-168","Dusana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-169","Ekadara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-170","Elephanta (Gharapuri)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-171","Fatehkheda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-172","Fattegad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-173","Gadhinglaj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-174","Gagangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-175","Gambhirgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-176","Gandharvagad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-177","Ganeshdurg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-178","Ghanora","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-179","Ghargad (Dhargad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-180","Ghodbandar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-181","Ghosalgad (Ghosale)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-182","Gorakhgad","Thane","near Murbad","Dehri Talekhal","19.192194","73.540778","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","649","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Gorakhgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-183","Govagad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-184","Gumtara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-185","Gunwantgad (Morgiri)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-186","Hadsar (Parvatgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-187","Hanumangad (Manchigad/Bijarnigad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-188","Hanumangad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-189","Hargad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-190","Harihar","Nashik","Nirgudpada / Harshewadi","Nirgudpada","19.904972","73.472","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1120","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Harihar fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-191","Harshgad (Harishgad)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-192","Hatgad","Nashik","Nashik–Saputara road","Hatgad village","20.542722","73.760917","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1097","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Hatgadh Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-193","Helvak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-194","Hindola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-195","Hingana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-196","Indragad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-197","Indrai (Indragad)","Nashik","Chandwad taluka (Satmal range)","Indraiwadi","20.361333","74.209306","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1369","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Indrai fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-198","Indori","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-199","Jalna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-200","Jallalkheda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-201","Jamba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-202","Jamgaum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-203","Jamner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-204","Jangli Jaygad","Satara","Patan taluka (Koyna sanctuary)","Nawja","17.453556","73.693778","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","965","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Jangali Jayagad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-205","Javlya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-206","Jivdhan","Pune","Naneghat / Junnar taluka","Ghatghar","19.2774432","73.6867189","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1144","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Jivdhan","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-207","Jintur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-208","Junnar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-209","Juna Panhala","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-210","Kachan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-211","Kada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-212","Kagal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-213","Kailashgad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-214","Kajagad (Lokhandi Killa)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-215","Kaldurg","Palghar","east of Palghar","Kaldurg village","19.691306","72.817","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","145","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kaldurg Fort","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-216","Kalam (Kalamb/Kolambi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-217","Kalanidhigad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-218","Kalyan (Durgadi)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
"MH-F-219","Kamalgad","Satara","near Wai","Bhelanja area","17.967278","73.745194","Wikipedia infobox coordinate","SOURCE-BASED; FORT POINT","1375","","","","","","","","","","","","","","","","","","","","VERIFIED_SOURCE_COORDINATE","PENDING","Wikipedia — Kamalgad","FORT GPS VERIFIED (WIKIPEDIA); TREK START/GPX PENDING","2026-09-08","2026-09-08","Phase-2 enrichment (Wikipedia-sourced) — batch dated 2026-09-08","GPS_PRESENT; ROUTE_PENDING","","","",""
"MH-F-220","Kamandurg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sahyadri fort index (secondary discovery source); Government verification pending","DISCOVERY ONLY — GPS/ROUTE/STATUS VERIFICATION PENDING","","","390-fort Maharashtra registry","DISCOVERY","","","",""
